Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000283,SD2277,Missing PDSTIND Trial Summary Parameter,'Pediatric Study Indicator' (PDSTIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000277,SD2279,Missing RDIND Trial Summary Parameter,'Rare Disease Indicator' (RDIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000278,SD2280,Missing SDTIGVER Trial Summary Parameter,'SDTM IG Version' (SDTIGVER) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000279,SD2281,Missing SDTMVER Trial Summary Parameter,'SDTM Version' (SDTMVER) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000276,SD2283,Value for TSVALNF not found in ISO 21090,Value for the Null Flavor (TSVALNF) variable must be populated using terms found in ISO 21090.,SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000327,SD1122,Missing value for --STRESN,"Standardized Result in Numeric Format (--STRESN) variable value should be populated, when Standardized Result in Character Format (--STRESC) variable value represents a numeric value.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000329,CG0063,Multiple records within same USUBJID exist with DSCAT = DISPOSITION EVENT but EPOCH is empty,Raise an error when multiple records within same USUBJID exist with DSCAT = DISPOSITION EVENT but EPOCH is empty,SDTMIG,3.2,"{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Published
FDA.SDTMIG.SD2273,SD2273,Missing EXTTIND Trial Summary Parameter,'Extension Trial Indicator' (EXTTIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2274,SD2274,Missing NCOHORT Trial Summary Parameter,'Number of Groups/Cohorts' (NCOHORT) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2275,SD2275,Missing OBJSEC Trial Summary Parameter,'Trial Secondary Objective' (OBJSEC) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2276,SD2276,Missing PDPSTIND Trial Summary Parameter,'Pediatric Postmarket Study Indicator' (PDPSTIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2278,SD2278,Missing PIPIND Trial Summary Parameter,'Pediatric Investigation Plan Indicator' (PIPIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000280,SD2282,Missing THERAREA Trial Summary Parameter,'Therapeutic Area' (THERAREA) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000326,CG0568,EXMETHOD is not to be used with human clinical trials,Trigger error when EXMETHOD exists in the EX dataset for human clinical trials,SDTMIG,3.3,"{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""EX""]}}",Fully Executable,Published
FDA.SDTMIG.SD9999,SD9999,Dataset class not recognized,"The structure for custom dataset should be based on one of the general observation classes (EVENTS, FINDINGS, INTERVENTIONS) defined by the SDTM model.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""UNRECOGNIZED""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2285,SD2285,Value for --LOINC not found in LOINC coding system,Value for the LOINC Code (--LOINC) variable must be populated using a LOINC coding system version specified in the define.xml.,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""LB"",""MB"",""MS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2269,SD2269,TSVAL/TSVALCD value mismatch for TDIGRP,TSVAL and TSVALCD values must be populated from the same concept description record in SNOMED CT.,SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2268,SD2268,Invalid TSVALCD value for TDIGRP,TSVALCD for TDIGRP record must be a valid concept ID from SNOMED CT.,SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2266,SD2266,Invalid TSVCDREF value for TDIGRP,"TSVCDREF variable value must be 'SNOMED', when TSPARAMCD='TDIGRP'.",SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2267,SD2267,Invalid TSVAL value for TDIGRP,TSVAL for TDIGRP record must be a valid term from SNOMED CT.,SDTMIG,"3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2265,SD2265,TSVAL/TSVALCD value mismatch for PCLAS,"TSVAL and TSVALCD values must be populated from the same record in MED-RT or NDF-RT (Note: Any version 2018-02-05 or earlier uses NDF-RT, and any version after is MED-RT).",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2264,SD2264,Invalid TSVALCD value for PCLAS,"TSVALCD for PCLAS record must be a valid code from MED-RT or NDF-RT (Note: Any version 2018-02-05 or earlier uses NDF-RT, and any version after is MED-RT).",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2263,SD2263,Invalid TSVAL value for PCLAS,"TSVAL for PCLAS record must be a valid term from MED-RT or NDF-RT (Note: Any version 2018-02-05 or earlier uses NDF-RT, and any version after is MED-RT).",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2262,SD2262,TSVAL/TSVALCD value mismatch for TRT,TSVAL and TSVALCD values must be populated from the same name record in FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2261,SD2261,Invalid TSVALCD value for TRT,TSVALCD for TRT record must be a valid unique ingredient identifier from FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2260,SD2260,Invalid TSVAL value for TRT,TSVAL for TRT record must be a valid preferred term from FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2259,SD2259,TSVAL/TSVALCD value mismatch for INDIC,TSVAL and TSVALCD values must be populated from the same concept description record in SNOMED CT.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2258,SD2258,Invalid TSVALCD value for INDIC,TSVALCD for INDIC record must be a valid concept ID from SNOMED CT.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2257,SD2257,Invalid TSVAL value for INDIC,TSVAL for INDIC record must be a valid term from SNOMED CT.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2256,SD2256,Invalid TSVCDREF value for COMPTRT,"TSVCDREF variable value must be 'UNII', when TSPARMCD='COMPTRT'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2255,SD2255,TSVAL/TSVALCD value mismatch for COMPTRT,TSVAL and TSVALCD values must be populated from the same name record in FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2254,SD2254,Invalid TSVALCD value for COMPTRT,TSVALCD for COMPTRT record must be a valid unique ingredient identifier from FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2253,SD2253,Invalid TSVAL value for COMPTRT,TSVAL for COMPTRT record must be a valid preferred term from FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2252,SD2252,TSVAL/TSVALCD value mismatch for CURTRT,TSVAL and TSVALCD values must be populated from the same name record in FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2251,SD2251,Invalid TSVALCD value for CURTRT,TSVALCD for CURTRT record must be a valid unique ingredient identifier from FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2250,SD2250,Invalid TSVAL value for CURTRT,TSVAL for CURTRT record must be a valid preferred term from FDA Substance Registration System (SRS).,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2249,SD2249,Invalid TSVAL value for ACTSUB,"TSVAL variable value must be numeric, when TSPARMCD='ACTSUB'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2248,SD2248,Invalid TSVAL value for SENDTC,"TSVAL variable value must be in ISO 8601 format, when TSPARMCD='SENDTC'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2247,SD2247,Invalid TSVAL value for SSTDTC,"TSVAL variable value must be in ISO 8601 format, when TSPARMCD='SSTDTC'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2246,SD2246,Invalid TSVAL value for NARMS,"TSVAL variable value must be numeric, when TSPARMCD='NARMS'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2245,SD2245,Invalid TSVAL value for DCUTDTC,"TSVAL variable value must be in ISO 8601 format, when TSPARMCD='DCUTDTC'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2244,SD2244,Invalid TSVCDREF value for FCNTRY,"TSVCDREF variable value must be 'ISO 3166', when TSPARMCD='FCNTRY'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2243,SD2243,Invalid TSVCDREF value for PCLAS,"TSVCDREF variable value must be either 'MED-RT' or 'NDF-RT', when TSPARMCD='PCLAS'. (Note: Any version 2018-02-05 or earlier is NDF-RT, and any version after is MED-RT.)",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2242,SD2242,Invalid TSVCDREF value for TRT,"TSVCDREF variable value must be 'UNII', when TSPARMCD='TRT'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2241,SD2241,Invalid TSVCDREF value for CURTRT,"TSVCDREF variable value must be 'UNII', when TSPARMCD='CURTRT'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2240,SD2240,Invalid TSVCDREF value for INDIC,"TSVCDREF variable value must be 'SNOMED', when TSPARAMCD='INDIC'.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2239,SD2239,Inconsistent value for --TPT,Planned Time Point Name (--TPT) value must be consistent for all records with same Subject (USUBJID) and Assessment Date/Time (--DTC).,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD2238,SD2238,Inconsistent value for --STTPT,Start Reference Time Point (--STTPT) value must be consistent for all records with same Subject (USUBJID) and Start Date/Time (--STDTC) values.,"SDTMIG, SENDIG-AR","3.1.2, 3.1.3, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS""]},""Domains"":{""Include"":[]}}",Fully Executable,Draft
FDA.SDTMIG.SD2235,SD2235,Missing HLTSUBJI Trial Summary Parameter,'Healthy Subject Indicator' (HLTSUBJI) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2234,SD2234,Missing ACTSUB Trial Summary Parameter,'Actual Number of Subjects' (ACTSUB) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2233,SD2233,Missing SENDTC Trial Summary Parameter,'Study End Date' (SENDTC) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2231,SD2231,Missing INTTYPE Trial Summary Parameter,"'Intervention Type' (INTTYPE) record must be populated in Trial Summary (TS) domain, when study type is 'INTERVENTIONAL'. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2230,SD2230,Missing STYPE Trial Summary Parameter,'Study Type' (STYPE) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2229,SD2229,Missing NARMS Trial Summary Parameter,'Planned Number of Arms' (NARMS) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2228,SD2228,Missing INTMODEL Trial Summary Parameter,"'Intervention Model' (INTMODEL) record must be populated in Trial Summary (TS) domain, when study type is 'INTERVENTIONAL'. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2226,SD2226,Missing DCUTDTC Trial Summary Parameter,'Data Cutoff Date' (DCUTDTC) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2225,SD2225,Missing ADAPT Trial Summary Parameter,'Adaptive Design' (ADAPT) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2224,SD2224,Missing FCNTRY Trial Summary Parameter,'Planned Country of Investigational Sites' (FCNTRY) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2223,SD2223,Missing PCLAS Trial Summary Parameter,"'Pharmacological Class of Investigational Therapy' (PCLAS) record must be populated in Trial Summary (TS) domain, when study type is 'INTERVENTIONAL' and if Intervention Type (INTTYPE) is one for which pharmacological class is applicable. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.",SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2222,SD2222,Missing OUTMSPRI Trial Summary Parameter,'Primary Outcome Measure' (OUTMSPRI) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
FDA.SDTMIG.SD2221,SD2221,Missing REGID Trial Summary Parameter,'Registry Identifier' (REGID) record may be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and all more recent SDTM versions.,SDTMIG,"3.1.2, 3.1.3, 3.2, 3.3","{""Classes"":{""Include"":[]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
